Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Mia hates the asparagus
2. Mia entered the living_room.
3. Jackson entered the living_room.
4. Jayden entered the living_room.
5. The asparagus is in the envelope.
6. Jackson exited the living_room.
7. Jayden exited the living_room.
8. Jackson likes the peas
9. Mia moved the asparagus to the pantry.",Where is the asparagus really?,pantry,Where was the asparagus at the beginning?,envelope,Where will Mia look for the asparagus?,pantry,Where will Jayden look for the asparagus?,envelope,Where does Mia think that Jayden searches for the asparagus?,pantry,Where does Jayden think that Mia searches for the asparagus?,pantry
"1. Olivia entered the crawlspace.
2. Jayden entered the attic.
3. Sophia entered the crawlspace.
4. The grapes is in the box.
5. Olivia exited the crawlspace.
6. Sophia moved the grapes to the drawer.
7. Olivia dislikes the cherry",Where is the grapes really?,drawer,Where was the grapes at the beginning?,box,Where will Sophia look for the grapes?,drawer,Where will Olivia look for the grapes?,box,Where does Sophia think that Olivia searches for the grapes?,box,Where does Olivia think that Sophia searches for the grapes?,box
"1. Oliver entered the lounge.
2. Ethan likes the green_pepper
3. Oliver exited the lounge.
4. Ethan entered the playroom.
5. Jayden entered the playroom.
6. The peas is in the drawer.
7. Jayden moved the peas to the crate.
8. Ethan exited the playroom.",Where is the peas really?,crate,Where was the peas at the beginning?,drawer,Where will Jayden look for the peas?,crate,Where will Ethan look for the peas?,crate,Where does Jayden think that Ethan searches for the peas?,crate,Where does Ethan think that Jayden searches for the peas?,crate
"1. Liam entered the living_room.
2. Jayden entered the living_room.
3. Jack likes the scarf
4. The pants is in the bottle.
5. Jayden exited the living_room.
6. Liam moved the pants to the bathtub.
7. Jack loves the cucumber",Where is the pants really?,bathtub,Where was the pants at the beginning?,bottle,Where will Liam look for the pants?,bathtub,Where will Jayden look for the pants?,bottle,Where does Liam think that Jayden searches for the pants?,bottle,Where does Jayden think that Liam searches for the pants?,bottle
"1. Aiden dislikes the banana
2. Emily entered the laundry.
3. Mason entered the laundry.
4. Aiden entered the laundry.
5. The turnip is in the bucket.
6. Mason exited the laundry.
7. Aiden moved the turnip to the crate.
8. Mason entered the hallway.",Where is the turnip really?,crate,Where was the turnip at the beginning?,bucket,Where will Aiden look for the turnip?,crate,Where will Mason look for the turnip?,bucket,Where does Aiden think that Mason searches for the turnip?,crate,Where does Mason think that Aiden searches for the turnip?,crate
"1. Charlotte entered the lounge.
2. Emma entered the hallway.
3. Ethan entered the hallway.
4. The carrot is in the box.
5. Emma moved the carrot to the bathtub.
6. Charlotte exited the lounge.
7. Charlotte dislikes the banana
8. Ethan likes the banana
9. Ethan exited the hallway.
10. Ethan entered the lounge.",Where is the carrot really?,bathtub,Where was the carrot at the beginning?,box,Where will Emma look for the carrot?,bathtub,Where will Ethan look for the carrot?,bathtub,Where does Emma think that Ethan searches for the carrot?,bathtub,Where does Ethan think that Emma searches for the carrot?,bathtub
"1. Elizabeth entered the attic.
2. Elizabeth exited the attic.
3. Mia entered the pantry.
4. Sophia entered the pantry.
5. Mia likes the underclothes
6. The spinach is in the bathtub.
7. Mia moved the spinach to the crate.
8. Sophia exited the pantry.
9. Elizabeth hates the cucumber",Where is the spinach really?,crate,Where was the spinach at the beginning?,bathtub,Where will Mia look for the spinach?,crate,Where will Sophia look for the spinach?,crate,Where does Mia think that Sophia searches for the spinach?,crate,Where does Sophia think that Mia searches for the spinach?,crate
"1. Abigail entered the patio.
2. Emily entered the bedroom.
3. Evelyn entered the patio.
4. The strawberry is in the treasure_chest.
5. Evelyn exited the patio.
6. Abigail moved the strawberry to the cupboard.",Where is the strawberry really?,cupboard,Where was the strawberry at the beginning?,treasure_chest,Where will Abigail look for the strawberry?,cupboard,Where will Evelyn look for the strawberry?,treasure_chest,Where does Abigail think that Evelyn searches for the strawberry?,treasure_chest,Where does Evelyn think that Abigail searches for the strawberry?,treasure_chest
"1. Liam entered the hallway.
2. Liam exited the hallway.
3. Chloe entered the hallway.
4. Hunter entered the hallway.
5. The belt is in the envelope.
6. Chloe exited the hallway.
7. Chloe entered the hallway.
8. Hunter moved the belt to the container.",Where is the belt really?,container,Where was the belt at the beginning?,envelope,Where will Hunter look for the belt?,container,Where will Chloe look for the belt?,container,Where does Hunter think that Chloe searches for the belt?,container,Where does Chloe think that Hunter searches for the belt?,container
"1. Nathan entered the laundry.
2. Aiden entered the lounge.
3. Aiden exited the lounge.
4. Abigail entered the laundry.
5. The radish is in the bottle.
6. Abigail exited the laundry.
7. Nathan moved the radish to the treasure_chest.
8. Nathan exited the laundry.
9. Abigail entered the lounge.",Where is the radish really?,treasure_chest,Where was the radish at the beginning?,bottle,Where will Nathan look for the radish?,treasure_chest,Where will Abigail look for the radish?,bottle,Where does Nathan think that Abigail searches for the radish?,bottle,Where does Abigail think that Nathan searches for the radish?,bottle
"1. Aria entered the pantry.
2. Aiden entered the pantry.
3. Aria exited the pantry.
4. Emma entered the pantry.
5. The tangerine is in the envelope.
6. Emma moved the tangerine to the cupboard.
7. Aiden exited the pantry.",Where is the tangerine really?,cupboard,Where was the tangerine at the beginning?,envelope,Where will Emma look for the tangerine?,cupboard,Where will Aiden look for the tangerine?,cupboard,Where does Emma think that Aiden searches for the tangerine?,cupboard,Where does Aiden think that Emma searches for the tangerine?,cupboard
"1. Olivia entered the study.
2. Elizabeth entered the study.
3. Emily entered the study.
4. The stockings is in the treasure_chest.
5. Elizabeth exited the study.
6. Olivia exited the study.
7. Emily moved the stockings to the bathtub.",Where is the stockings really?,bathtub,Where was the stockings at the beginning?,treasure_chest,Where will Emily look for the stockings?,bathtub,Where will Elizabeth look for the stockings?,treasure_chest,Where does Emily think that Elizabeth searches for the stockings?,bathtub,Where does Elizabeth think that Emily searches for the stockings?,bathtub
"1. William entered the pantry.
2. Chloe entered the pantry.
3. The peach is in the suitcase.
4. Olivia likes the boots
5. Chloe moved the peach to the basket.
6. William hates the melon
7. William exited the pantry.",Where is the peach really?,basket,Where was the peach at the beginning?,suitcase,Where will Chloe look for the peach?,basket,Where will William look for the peach?,basket,Where does Chloe think that William searches for the peach?,basket,Where does William think that Chloe searches for the peach?,basket
"1. Jayden is in the living_room.
2. Carter entered the living_room.
3. Isla entered the patio.
4. Isla exited the patio.
5. The coat is in the container.
6. Isla loves the pear
7. Jayden exited the living_room.
8. Jayden entered the patio.
9. Carter moved the coat to the pantry.",Where is the coat really?,pantry,Where was the coat at the beginning?,container,Where will Carter look for the coat?,pantry,Where will Jayden look for the coat?,container,Where does Carter think that Jayden searches for the coat?,container,Where does Jayden think that Carter searches for the coat?,container
"1. Hunter is in the laundry.
2. Benjamin entered the laundry.
3. The lemon is in the bucket.
4. Hunter loves the t-shirt
5. Benjamin moved the lemon to the bottle.
6. Hunter exited the laundry.
7. Owen hates the peas
8. Hunter entered the cellar.",Where is the lemon really?,bottle,Where was the lemon at the beginning?,bucket,Where will Benjamin look for the lemon?,bottle,Where will Hunter look for the lemon?,bottle,Where does Benjamin think that Hunter searches for the lemon?,bottle,Where does Hunter think that Benjamin searches for the lemon?,bottle
"1. Abigail entered the pantry.
2. Isla entered the cellar.
3. Lily entered the pantry.
4. The persimmon is in the pantry.
5. Isla hates the cabbage
6. Isla exited the cellar.
7. Abigail moved the persimmon to the cupboard.
8. Lily exited the pantry.",Where is the persimmon really?,cupboard,Where was the persimmon at the beginning?,pantry,Where will Abigail look for the persimmon?,cupboard,Where will Lily look for the persimmon?,cupboard,Where does Abigail think that Lily searches for the persimmon?,cupboard,Where does Lily think that Abigail searches for the persimmon?,cupboard
"1. Isabella entered the pantry.
2. Olivia entered the pantry.
3. The asparagus is in the bucket.
4. Isabella moved the asparagus to the bottle.
5. Olivia exited the pantry.
6. Isabella exited the pantry.
7. Alexander entered the pantry.
8. Olivia entered the pantry.",Where is the asparagus really?,bottle,Where was the asparagus at the beginning?,bucket,Where will Isabella look for the asparagus?,bottle,Where will Olivia look for the asparagus?,bottle,Where does Isabella think that Olivia searches for the asparagus?,bottle,Where does Olivia think that Isabella searches for the asparagus?,bottle
"1. Mia entered the back_yard.
2. Noah entered the back_yard.
3. The pajamas is in the cupboard.
4. Mia exited the back_yard.
5. Noah moved the pajamas to the bottle.",Where is the pajamas really?,bottle,Where was the pajamas at the beginning?,cupboard,Where will Noah look for the pajamas?,bottle,Where will Mia look for the pajamas?,cupboard,Where does Noah think that Mia searches for the pajamas?,cupboard,Where does Mia think that Noah searches for the pajamas?,cupboard
"1. Logan entered the front_yard.
2. Mia entered the front_yard.
3. William loves the underpants
4. The cabbage is in the envelope.
5. Logan exited the front_yard.
6. Logan loves the stockings
7. Logan entered the front_yard.
8. William entered the front_yard.
9. Mia moved the cabbage to the bottle.",Where is the cabbage really?,bottle,Where was the cabbage at the beginning?,envelope,Where will Mia look for the cabbage?,bottle,Where will Logan look for the cabbage?,bottle,Where does Mia think that Logan searches for the cabbage?,bottle,Where does Logan think that Mia searches for the cabbage?,bottle
"1. Carter entered the kitchen.
2. Jack entered the kitchen.
3. The cabbage is in the bucket.
4. Carter moved the cabbage to the box.
5. Jack exited the kitchen.
6. Amelia entered the workshop.
7. Amelia likes the radish
8. Carter exited the kitchen.
9. Carter dislikes the peach
10. Jack entered the kitchen.",Where is the cabbage really?,box,Where was the cabbage at the beginning?,bucket,Where will Carter look for the cabbage?,box,Where will Jack look for the cabbage?,box,Where does Carter think that Jack searches for the cabbage?,box,Where does Jack think that Carter searches for the cabbage?,box
"1. Jack entered the hall.
2. Lucas entered the hall.
3. The gloves is in the treasure_chest.
4. Jack moved the gloves to the bucket.
5. Lucas likes the cucumber
6. Lucas exited the hall.
7. Mia dislikes the sweet_potato
8. Lucas entered the den.",Where is the gloves really?,bucket,Where was the gloves at the beginning?,treasure_chest,Where will Jack look for the gloves?,bucket,Where will Lucas look for the gloves?,bucket,Where does Jack think that Lucas searches for the gloves?,bucket,Where does Lucas think that Jack searches for the gloves?,bucket
"1. Jacob entered the cellar.
2. Nathan is in the cellar.
3. The tangerine is in the suitcase.
4. Nathan exited the cellar.
5. Nathan entered the cellar.
6. Jacob moved the tangerine to the basket.",Where is the tangerine really?,basket,Where was the tangerine at the beginning?,suitcase,Where will Jacob look for the tangerine?,basket,Where will Nathan look for the tangerine?,basket,Where does Jacob think that Nathan searches for the tangerine?,basket,Where does Nathan think that Jacob searches for the tangerine?,basket
"1. Noah entered the staircase.
2. Ava entered the staircase.
3. The shirt is in the box.
4. Ava exited the staircase.
5. Noah moved the shirt to the bathtub.
6. Ava entered the staircase.",Where is the shirt really?,bathtub,Where was the shirt at the beginning?,box,Where will Noah look for the shirt?,bathtub,Where will Ava look for the shirt?,bathtub,Where does Noah think that Ava searches for the shirt?,bathtub,Where does Ava think that Noah searches for the shirt?,bathtub
"1. William entered the porch.
2. Jayden entered the porch.
3. The socks is in the box.
4. William moved the socks to the drawer.
5. Jayden exited the porch.",Where is the socks really?,drawer,Where was the socks at the beginning?,box,Where will William look for the socks?,drawer,Where will Jayden look for the socks?,drawer,Where does William think that Jayden searches for the socks?,drawer,Where does Jayden think that William searches for the socks?,drawer
"1. Oliver entered the staircase.
2. Hunter entered the staircase.
3. The jacket is in the suitcase.
4. Hunter moved the jacket to the bathtub.
5. Oliver exited the staircase.",Where is the jacket really?,bathtub,Where was the jacket at the beginning?,suitcase,Where will Hunter look for the jacket?,bathtub,Where will Oliver look for the jacket?,bathtub,Where does Hunter think that Oliver searches for the jacket?,bathtub,Where does Oliver think that Hunter searches for the jacket?,bathtub
"1. Isabella entered the bathroom.
2. Jackson entered the bathroom.
3. The sweet_potato is in the container.
4. Isabella moved the sweet_potato to the drawer.
5. Jackson exited the bathroom.",Where is the sweet_potato really?,drawer,Where was the sweet_potato at the beginning?,container,Where will Isabella look for the sweet_potato?,drawer,Where will Jackson look for the sweet_potato?,drawer,Where does Isabella think that Jackson searches for the sweet_potato?,drawer,Where does Jackson think that Isabella searches for the sweet_potato?,drawer
"1. Oliver entered the back_yard.
2. Liam entered the back_yard.
3. The tie is in the pantry.
4. Liam exited the back_yard.
5. Jackson entered the back_yard.
6. Oliver moved the tie to the drawer.
7. Oliver exited the back_yard.
8. Liam entered the back_yard.",Where is the tie really?,drawer,Where was the tie at the beginning?,pantry,Where will Oliver look for the tie?,drawer,Where will Liam look for the tie?,drawer,Where does Oliver think that Liam searches for the tie?,pantry,Where does Liam think that Oliver searches for the tie?,pantry
"1. Jackson entered the playroom.
2. Ella entered the playroom.
3. Ella loves the coat
4. The boots is in the cupboard.
5. Ethan entered the office.
6. Jackson exited the playroom.
7. Ethan exited the office.
8. Ella moved the boots to the bucket.
9. Ella exited the playroom.
10. Jackson entered the playroom.",Where is the boots really?,bucket,Where was the boots at the beginning?,cupboard,Where will Ella look for the boots?,bucket,Where will Jackson look for the boots?,bucket,Where does Ella think that Jackson searches for the boots?,cupboard,Where does Jackson think that Ella searches for the boots?,cupboard
"1. Elizabeth hates the turnip
2. Jack entered the closet.
3. Jayden entered the closet.
4. The skirt is in the pantry.
5. Elizabeth loves the cherry
6. Jayden moved the skirt to the box.
7. Jack exited the closet.",Where is the skirt really?,box,Where was the skirt at the beginning?,pantry,Where will Jayden look for the skirt?,box,Where will Jack look for the skirt?,box,Where does Jayden think that Jack searches for the skirt?,box,Where does Jack think that Jayden searches for the skirt?,box
"1. Alexander entered the TV_room.
2. Logan entered the TV_room.
3. The orange is in the drawer.
4. Alexander exited the TV_room.
5. Logan moved the orange to the basket.
6. Logan hates the underclothes
7. Logan hates the asparagus
8. Alexander entered the living_room.",Where is the orange really?,basket,Where was the orange at the beginning?,drawer,Where will Logan look for the orange?,basket,Where will Alexander look for the orange?,drawer,Where does Logan think that Alexander searches for the orange?,drawer,Where does Alexander think that Logan searches for the orange?,drawer
"1. Isla entered the porch.
2. Ava entered the porch.
3. The pumpkin is in the box.
4. Jayden entered the porch.
5. Ava exited the porch.
6. Ava entered the dining_room.
7. Jayden exited the porch.
8. Isla moved the pumpkin to the treasure_chest.",Where is the pumpkin really?,treasure_chest,Where was the pumpkin at the beginning?,box,Where will Isla look for the pumpkin?,treasure_chest,Where will Ava look for the pumpkin?,box,Where does Isla think that Ava searches for the pumpkin?,treasure_chest,Where does Ava think that Isla searches for the pumpkin?,treasure_chest
"1. William entered the attic.
2. Hannah entered the attic.
3. The persimmon is in the crate.
4. William moved the persimmon to the treasure_chest.
5. Oliver entered the study.
6. Hannah exited the attic.",Where is the persimmon really?,treasure_chest,Where was the persimmon at the beginning?,crate,Where will William look for the persimmon?,treasure_chest,Where will Hannah look for the persimmon?,treasure_chest,Where does William think that Hannah searches for the persimmon?,treasure_chest,Where does Hannah think that William searches for the persimmon?,treasure_chest
"1. Evelyn entered the bathroom.
2. Aria entered the crawlspace.
3. Jack likes the underpants
4. Aria exited the crawlspace.
5. Jack entered the bathroom.
6. The slacks is in the cupboard.
7. Evelyn moved the slacks to the pantry.
8. Jack exited the bathroom.
9. Aria dislikes the pear",Where is the slacks really?,pantry,Where was the slacks at the beginning?,cupboard,Where will Evelyn look for the slacks?,pantry,Where will Jack look for the slacks?,pantry,Where does Evelyn think that Jack searches for the slacks?,pantry,Where does Jack think that Evelyn searches for the slacks?,pantry
"1. Charlotte entered the attic.
2. Lily entered the attic.
3. The strawberry is in the basket.
4. Lily exited the attic.
5. Lily entered the den.
6. Lucas entered the den.
7. Charlotte moved the strawberry to the cupboard.",Where is the strawberry really?,cupboard,Where was the strawberry at the beginning?,basket,Where will Charlotte look for the strawberry?,cupboard,Where will Lily look for the strawberry?,basket,Where does Charlotte think that Lily searches for the strawberry?,basket,Where does Lily think that Charlotte searches for the strawberry?,basket
"1. Jack dislikes the sweater
2. Ava entered the kitchen.
3. Owen hates the tomato
4. Owen is in the kitchen.
5. The grapefruit is in the crate.
6. Ava moved the grapefruit to the suitcase.
7. Jack entered the staircase.
8. Jack exited the staircase.
9. Owen exited the kitchen.
10. Owen entered the staircase.",Where is the grapefruit really?,suitcase,Where was the grapefruit at the beginning?,crate,Where will Ava look for the grapefruit?,suitcase,Where will Owen look for the grapefruit?,suitcase,Where does Ava think that Owen searches for the grapefruit?,suitcase,Where does Owen think that Ava searches for the grapefruit?,suitcase
"1. Benjamin entered the crawlspace.
2. Logan entered the cellar.
3. Avery entered the crawlspace.
4. Logan exited the cellar.
5. The tie is in the cupboard.
6. Avery exited the crawlspace.
7. Benjamin moved the tie to the envelope.
8. Avery entered the cellar.",Where is the tie really?,envelope,Where was the tie at the beginning?,cupboard,Where will Benjamin look for the tie?,envelope,Where will Avery look for the tie?,cupboard,Where does Benjamin think that Avery searches for the tie?,cupboard,Where does Avery think that Benjamin searches for the tie?,cupboard
"1. Oliver dislikes the scarf
2. Nathan entered the living_room.
3. Isabella entered the living_room.
4. The persimmon is in the crate.
5. Nathan exited the living_room.
6. Oliver entered the living_room.
7. Isabella moved the persimmon to the bottle.",Where is the persimmon really?,bottle,Where was the persimmon at the beginning?,crate,Where will Isabella look for the persimmon?,bottle,Where will Nathan look for the persimmon?,crate,Where does Isabella think that Nathan searches for the persimmon?,bottle,Where does Nathan think that Isabella searches for the persimmon?,bottle
"1. Liam entered the laundry.
2. Elizabeth entered the laundry.
3. The pumpkin is in the crate.
4. Liam moved the pumpkin to the basket.
5. Liam likes the beans
6. Elizabeth exited the laundry.",Where is the pumpkin really?,basket,Where was the pumpkin at the beginning?,crate,Where will Liam look for the pumpkin?,basket,Where will Elizabeth look for the pumpkin?,basket,Where does Liam think that Elizabeth searches for the pumpkin?,basket,Where does Elizabeth think that Liam searches for the pumpkin?,basket
"1. Alexander entered the garden.
2. Amelia entered the patio.
3. Logan entered the garden.
4. The celery is in the treasure_chest.
5. Alexander exited the garden.
6. Logan moved the celery to the drawer.
7. Logan exited the garden.
8. Alexander entered the garden.",Where is the celery really?,drawer,Where was the celery at the beginning?,treasure_chest,Where will Logan look for the celery?,drawer,Where will Alexander look for the celery?,drawer,Where does Logan think that Alexander searches for the celery?,treasure_chest,Where does Alexander think that Logan searches for the celery?,treasure_chest
"1. Mason entered the TV_room.
2. Noah entered the TV_room.
3. Abigail entered the TV_room.
4. The plum is in the bucket.
5. Mason exited the TV_room.
6. Abigail moved the plum to the envelope.",Where is the plum really?,envelope,Where was the plum at the beginning?,bucket,Where will Abigail look for the plum?,envelope,Where will Mason look for the plum?,bucket,Where does Abigail think that Mason searches for the plum?,envelope,Where does Mason think that Abigail searches for the plum?,envelope
"1. Abigail entered the patio.
2. Chloe entered the patio.
3. Evelyn dislikes the scarf
4. Chloe loves the t-shirt
5. Evelyn entered the patio.
6. The onion is in the drawer.
7. Abigail exited the patio.
8. Evelyn moved the onion to the container.",Where is the onion really?,container,Where was the onion at the beginning?,drawer,Where will Evelyn look for the onion?,container,Where will Abigail look for the onion?,drawer,Where does Evelyn think that Abigail searches for the onion?,container,Where does Abigail think that Evelyn searches for the onion?,container
"1. Isla hates the underclothes
2. Jayden dislikes the gloves
3. Isla entered the staircase.
4. William entered the staircase.
5. The raincoat is in the box.
6. William moved the raincoat to the drawer.
7. Isla exited the staircase.",Where is the raincoat really?,drawer,Where was the raincoat at the beginning?,box,Where will William look for the raincoat?,drawer,Where will Isla look for the raincoat?,drawer,Where does William think that Isla searches for the raincoat?,drawer,Where does Isla think that William searches for the raincoat?,drawer
"1. Ava entered the bathroom.
2. Ava loves the undershirt
3. James entered the bathroom.
4. The pumpkin is in the box.
5. Ava exited the bathroom.
6. Ava dislikes the gloves
7. Ava entered the dining_room.
8. James moved the pumpkin to the treasure_chest.",Where is the pumpkin really?,treasure_chest,Where was the pumpkin at the beginning?,box,Where will James look for the pumpkin?,treasure_chest,Where will Ava look for the pumpkin?,box,Where does James think that Ava searches for the pumpkin?,box,Where does Ava think that James searches for the pumpkin?,box
"1. Mila entered the porch.
2. Evelyn entered the porch.
3. Abigail entered the porch.
4. Abigail exited the porch.
5. Abigail loves the grapes
6. The cherry is in the envelope.
7. Evelyn exited the porch.
8. Mila moved the cherry to the pantry.",Where is the cherry really?,pantry,Where was the cherry at the beginning?,envelope,Where will Mila look for the cherry?,pantry,Where will Evelyn look for the cherry?,envelope,Where does Mila think that Evelyn searches for the cherry?,pantry,Where does Evelyn think that Mila searches for the cherry?,pantry
"1. Ella entered the study.
2. Sophia entered the study.
3. The onion is in the suitcase.
4. Ella exited the study.
5. Logan loves the coat
6. Sophia moved the onion to the container.
7. Ella entered the study.",Where is the onion really?,container,Where was the onion at the beginning?,suitcase,Where will Sophia look for the onion?,container,Where will Ella look for the onion?,container,Where does Sophia think that Ella searches for the onion?,container,Where does Ella think that Sophia searches for the onion?,container
"1. Elizabeth entered the front_yard.
2. Liam entered the front_yard.
3. Jack is in the front_yard.
4. The slippers is in the basket.
5. Jack moved the slippers to the envelope.
6. Liam exited the front_yard.
7. Elizabeth exited the front_yard.
8. Liam entered the hall.",Where is the slippers really?,envelope,Where was the slippers at the beginning?,basket,Where will Jack look for the slippers?,envelope,Where will Liam look for the slippers?,envelope,Where does Jack think that Liam searches for the slippers?,envelope,Where does Liam think that Jack searches for the slippers?,envelope
"1. Abigail entered the garage.
2. Carter is in the garage.
3. The potato is in the cupboard.
4. Carter moved the potato to the pantry.
5. Abigail exited the garage.
6. Carter exited the garage.
7. Logan entered the garage.
8. Abigail entered the garage.",Where is the potato really?,pantry,Where was the potato at the beginning?,cupboard,Where will Carter look for the potato?,pantry,Where will Abigail look for the potato?,pantry,Where does Carter think that Abigail searches for the potato?,pantry,Where does Abigail think that Carter searches for the potato?,pantry
"1. Nathan entered the lounge.
2. Olivia likes the boots
3. Olivia entered the lounge.
4. Noah entered the lounge.
5. The slippers is in the bucket.
6. Nathan exited the lounge.
7. Olivia moved the slippers to the envelope.
8. Olivia loves the jacket
9. Nathan entered the lounge.",Where is the slippers really?,envelope,Where was the slippers at the beginning?,bucket,Where will Olivia look for the slippers?,envelope,Where will Nathan look for the slippers?,envelope,Where does Olivia think that Nathan searches for the slippers?,envelope,Where does Nathan think that Olivia searches for the slippers?,envelope
"1. Sophia entered the back_yard.
2. Olivia entered the back_yard.
3. The cap is in the suitcase.
4. Olivia exited the back_yard.
5. Mason entered the staircase.
6. Olivia entered the staircase.
7. Mason likes the tie
8. Sophia moved the cap to the crate.
9. Mason hates the pumpkin",Where is the cap really?,crate,Where was the cap at the beginning?,suitcase,Where will Sophia look for the cap?,crate,Where will Olivia look for the cap?,suitcase,Where does Sophia think that Olivia searches for the cap?,suitcase,Where does Olivia think that Sophia searches for the cap?,suitcase
"1. Mason entered the basement.
2. Charlotte entered the basement.
3. The slippers is in the cupboard.
4. Charlotte exited the basement.
5. Avery entered the kitchen.
6. Mason moved the slippers to the crate.
7. Avery exited the kitchen.
8. Mason exited the basement.
9. Charlotte entered the kitchen.",Where is the slippers really?,crate,Where was the slippers at the beginning?,cupboard,Where will Mason look for the slippers?,crate,Where will Charlotte look for the slippers?,cupboard,Where does Mason think that Charlotte searches for the slippers?,cupboard,Where does Charlotte think that Mason searches for the slippers?,cupboard
"1. Jacob is in the workshop.
2. Owen entered the workshop.
3. The cucumber is in the bucket.
4. Jacob exited the workshop.
5. Owen moved the cucumber to the envelope.
6. Owen exited the workshop.
7. Alexander entered the sunroom.
8. Alexander exited the sunroom.
9. Jacob entered the sunroom.",Where is the cucumber really?,envelope,Where was the cucumber at the beginning?,bucket,Where will Owen look for the cucumber?,envelope,Where will Jacob look for the cucumber?,bucket,Where does Owen think that Jacob searches for the cucumber?,bucket,Where does Jacob think that Owen searches for the cucumber?,bucket
"1. Aria entered the front_yard.
2. Ava likes the skirt
3. Ava entered the front_yard.
4. The lime is in the box.
5. Ava moved the lime to the bottle.
6. Ava hates the pineapple
7. Ethan entered the front_yard.
8. Aria exited the front_yard.",Where is the lime really?,bottle,Where was the lime at the beginning?,box,Where will Ava look for the lime?,bottle,Where will Aria look for the lime?,bottle,Where does Ava think that Aria searches for the lime?,bottle,Where does Aria think that Ava searches for the lime?,bottle
"1. Ella entered the hallway.
2. Lucas entered the hallway.
3. The lime is in the basket.
4. Ella loves the lemon
5. Ella exited the hallway.
6. Lucas moved the lime to the box.
7. Lucas exited the hallway.
8. Jacob hates the orange
9. Jacob entered the basement.
10. Ella entered the basement.",Where is the lime really?,box,Where was the lime at the beginning?,basket,Where will Lucas look for the lime?,box,Where will Ella look for the lime?,basket,Where does Lucas think that Ella searches for the lime?,basket,Where does Ella think that Lucas searches for the lime?,basket
"1. Chloe entered the cellar.
2. Aria entered the cellar.
3. The underpants is in the drawer.
4. Chloe exited the cellar.
5. Aria moved the underpants to the basket.
6. Owen entered the TV_room.
7. Chloe dislikes the trousers
8. Chloe entered the cellar.",Where is the underpants really?,basket,Where was the underpants at the beginning?,drawer,Where will Aria look for the underpants?,basket,Where will Chloe look for the underpants?,basket,Where does Aria think that Chloe searches for the underpants?,basket,Where does Chloe think that Aria searches for the underpants?,basket
"1. Jayden hates the tangerine
2. Jayden entered the den.
3. James entered the den.
4. The raincoat is in the envelope.
5. Ella entered the crawlspace.
6. James exited the den.
7. James entered the den.
8. Jayden moved the raincoat to the treasure_chest.",Where is the raincoat really?,treasure_chest,Where was the raincoat at the beginning?,envelope,Where will Jayden look for the raincoat?,treasure_chest,Where will James look for the raincoat?,treasure_chest,Where does Jayden think that James searches for the raincoat?,treasure_chest,Where does James think that Jayden searches for the raincoat?,treasure_chest
"1. Lily entered the hall.
2. Elizabeth entered the pantry.
3. Jackson entered the hall.
4. The scarf is in the treasure_chest.
5. Jackson exited the hall.
6. Lily moved the scarf to the cupboard.
7. Lily dislikes the asparagus",Where is the scarf really?,cupboard,Where was the scarf at the beginning?,treasure_chest,Where will Lily look for the scarf?,cupboard,Where will Jackson look for the scarf?,treasure_chest,Where does Lily think that Jackson searches for the scarf?,treasure_chest,Where does Jackson think that Lily searches for the scarf?,treasure_chest
"1. Amelia entered the attic.
2. Evelyn entered the attic.
3. Abigail entered the attic.
4. The jacket is in the bottle.
5. Abigail exited the attic.
6. Abigail entered the playroom.
7. Evelyn moved the jacket to the bucket.",Where is the jacket really?,bucket,Where was the jacket at the beginning?,bottle,Where will Evelyn look for the jacket?,bucket,Where will Abigail look for the jacket?,bottle,Where does Evelyn think that Abigail searches for the jacket?,bucket,Where does Abigail think that Evelyn searches for the jacket?,bucket
"1. Hannah entered the basement.
2. Lily entered the basement.
3. Lily hates the strawberry
4. The beans is in the treasure_chest.
5. Hannah moved the beans to the container.
6. Lily exited the basement.
7. Lily entered the basement.",Where is the beans really?,container,Where was the beans at the beginning?,treasure_chest,Where will Hannah look for the beans?,container,Where will Lily look for the beans?,container,Where does Hannah think that Lily searches for the beans?,container,Where does Lily think that Hannah searches for the beans?,container
"1. Liam entered the crawlspace.
2. Jackson entered the TV_room.
3. Amelia entered the crawlspace.
4. The lime is in the cupboard.
5. Liam moved the lime to the pantry.
6. Amelia exited the crawlspace.
7. Liam exited the crawlspace.
8. Amelia entered the crawlspace.",Where is the lime really?,pantry,Where was the lime at the beginning?,cupboard,Where will Liam look for the lime?,pantry,Where will Amelia look for the lime?,pantry,Where does Liam think that Amelia searches for the lime?,pantry,Where does Amelia think that Liam searches for the lime?,pantry
"1. Evelyn hates the persimmon
2. Mia entered the garage.
3. Charlotte entered the garage.
4. Evelyn entered the garage.
5. The socks is in the pantry.
6. Evelyn exited the garage.
7. Mia exited the garage.
8. Charlotte moved the socks to the treasure_chest.",Where is the socks really?,treasure_chest,Where was the socks at the beginning?,pantry,Where will Charlotte look for the socks?,treasure_chest,Where will Mia look for the socks?,pantry,Where does Charlotte think that Mia searches for the socks?,treasure_chest,Where does Mia think that Charlotte searches for the socks?,treasure_chest
