Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Benjamin entered the TV_room.
2. Plush cat with whiskers entered the laundry.
3. Plush cat with whiskers exited the laundry.
4. Ella entered the TV_room.
5. The grapes is in the box.
6. Benjamin exited the TV_room.
7. Ella moved the grapes to the drawer.",Where is the grapes really?,drawer,Where was the grapes at the beginning?,box,Where will Ella look for the grapes?,drawer,Where will Benjamin look for the grapes?,box,Where does Ella think that Benjamin searches for the grapes?,box,Where does Benjamin think that Ella searches for the grapes?,box
"1. Jack entered the sunroom.
2. Sock puppet with yarn hair entered the sunroom.
3. Aiden entered the garage.
4. The beans is in the envelope.
5. Sock puppet with yarn hair exited the sunroom.
6. Jack moved the beans to the basket.",Where is the beans really?,basket,Where was the beans at the beginning?,envelope,Where will Jack look for the beans?,basket,Where will Sock puppet with yarn hair look for the beans?,envelope,Where does Jack think that Sock puppet with yarn hair searches for the beans?,envelope,Where does Sock puppet with yarn hair think that Jack searches for the beans?,envelope
"1. Liam likes the potato
2. Liam entered the workshop.
3. Plush sheep with wool entered the workshop.
4. Lucas is in the workshop.
5. Plush sheep with wool exited the workshop.
6. Liam likes the scarf
7. The suit is in the basket.
8. Lucas exited the workshop.
9. Liam moved the suit to the envelope.",Where is the suit really?,envelope,Where was the suit at the beginning?,basket,Where will Liam look for the suit?,envelope,Where will Lucas look for the suit?,basket,Where does Liam think that Lucas searches for the suit?,envelope,Where does Lucas think that Liam searches for the suit?,envelope
"1. Chloe is in the laundry.
2. Ella entered the laundry.
3. The pumpkin is in the basket.
4. Ella exited the laundry.
5. Toy soldier with helmet entered the laundry.
6. Chloe moved the pumpkin to the bucket.",Where is the pumpkin really?,bucket,Where was the pumpkin at the beginning?,basket,Where will Chloe look for the pumpkin?,bucket,Where will Ella look for the pumpkin?,basket,Where does Chloe think that Ella searches for the pumpkin?,bucket,Where does Ella think that Chloe searches for the pumpkin?,bucket
"1. Elizabeth hates the tie
2. Elizabeth entered the patio.
3. Elizabeth dislikes the shoes
4. Marionette with smile entered the patio.
5. The underclothes is in the bottle.
6. Isabella entered the playroom.
7. Marionette with smile exited the patio.
8. Elizabeth moved the underclothes to the suitcase.
9. Marionette with smile entered the playroom.",Where is the underclothes really?,suitcase,Where was the underclothes at the beginning?,bottle,Where will Elizabeth look for the underclothes?,suitcase,Where will Marionette with smile look for the underclothes?,bottle,Where does Elizabeth think that Marionette with smile searches for the underclothes?,bottle,Where does Marionette with smile think that Elizabeth searches for the underclothes?,bottle
"1. Amelia entered the closet.
2. Toy soldier with helmet entered the closet.
3. Mason entered the closet.
4. The apple is in the bottle.
5. Amelia likes the peas
6. Toy soldier with helmet loves the cherry
7. Mason exited the closet.
8. Mason entered the closet.
9. Toy soldier with helmet exited the closet.
10. Amelia moved the apple to the cupboard.",Where is the apple really?,cupboard,Where was the apple at the beginning?,bottle,Where will Amelia look for the apple?,cupboard,Where will Mason look for the apple?,cupboard,Where does Amelia think that Mason searches for the apple?,cupboard,Where does Mason think that Amelia searches for the apple?,cupboard
"1. Aria entered the closet.
2. Rag cat with stripes entered the closet.
3. The pineapple is in the bottle.
4. Jack entered the kitchen.
5. Rag cat with stripes exited the closet.
6. Rag cat with stripes entered the closet.
7. Aria moved the pineapple to the bathtub.",Where is the pineapple really?,bathtub,Where was the pineapple at the beginning?,bottle,Where will Aria look for the pineapple?,bathtub,Where will Rag cat with stripes look for the pineapple?,bathtub,Where does Aria think that Rag cat with stripes searches for the pineapple?,bathtub,Where does Rag cat with stripes think that Aria searches for the pineapple?,bathtub
"1. Benjamin entered the bathroom.
2. Puppet with big nose entered the bathroom.
3. The shoes is in the drawer.
4. Benjamin exited the bathroom.
5. Puppet with big nose moved the shoes to the basket.",Where is the shoes really?,basket,Where was the shoes at the beginning?,drawer,Where will Puppet with big nose look for the shoes?,basket,Where will Benjamin look for the shoes?,drawer,Where does Puppet with big nose think that Benjamin searches for the shoes?,drawer,Where does Benjamin think that Puppet with big nose searches for the shoes?,drawer
"1. Oliver entered the garden.
2. Stuffed pig with tail entered the garden.
3. The strawberry is in the box.
4. Stuffed pig with tail exited the garden.
5. Nathan entered the garden.
6. Oliver moved the strawberry to the basket.",Where is the strawberry really?,basket,Where was the strawberry at the beginning?,box,Where will Oliver look for the strawberry?,basket,Where will Stuffed pig with tail look for the strawberry?,box,Where does Oliver think that Stuffed pig with tail searches for the strawberry?,basket,Where does Stuffed pig with tail think that Oliver searches for the strawberry?,basket
"1. Ava entered the playroom.
2. Rag cat with stripes entered the playroom.
3. The tomato is in the suitcase.
4. Rag cat with stripes exited the playroom.
5. Rag cat with stripes entered the hall.
6. Mia likes the sweatshirt
7. Ava moved the tomato to the crate.
8. Mia entered the playroom.",Where is the tomato really?,crate,Where was the tomato at the beginning?,suitcase,Where will Ava look for the tomato?,crate,Where will Rag cat with stripes look for the tomato?,suitcase,Where does Ava think that Rag cat with stripes searches for the tomato?,crate,Where does Rag cat with stripes think that Ava searches for the tomato?,crate
"1. Alexander entered the bedroom.
2. Toy soldier with helmet entered the bedroom.
3. Toy soldier with helmet likes the socks
4. Benjamin entered the bedroom.
5. Benjamin hates the watermelon
6. The green_pepper is in the bathtub.
7. Alexander moved the green_pepper to the basket.
8. Toy soldier with helmet exited the bedroom.",Where is the green_pepper really?,basket,Where was the green_pepper at the beginning?,bathtub,Where will Alexander look for the green_pepper?,basket,Where will Toy soldier with helmet look for the green_pepper?,basket,Where does Alexander think that Toy soldier with helmet searches for the green_pepper?,basket,Where does Toy soldier with helmet think that Alexander searches for the green_pepper?,basket
"1. James entered the hallway.
2. Doll with curly hair entered the hallway.
3. James likes the skirt
4. The sweatshirt is in the bottle.
5. Doll with curly hair moved the sweatshirt to the treasure_chest.
6. James exited the hallway.",Where is the sweatshirt really?,treasure_chest,Where was the sweatshirt at the beginning?,bottle,Where will Doll with curly hair look for the sweatshirt?,treasure_chest,Where will James look for the sweatshirt?,treasure_chest,Where does Doll with curly hair think that James searches for the sweatshirt?,treasure_chest,Where does James think that Doll with curly hair searches for the sweatshirt?,treasure_chest
"1. Aiden entered the bathroom.
2. Teddy bear with blue hat entered the bathroom.
3. Teddy bear with blue hat loves the peach
4. The broccoli is in the cupboard.
5. Alexander entered the workshop.
6. Teddy bear with blue hat exited the bathroom.
7. Alexander dislikes the turnip
8. Aiden moved the broccoli to the bathtub.",Where is the broccoli really?,bathtub,Where was the broccoli at the beginning?,cupboard,Where will Aiden look for the broccoli?,bathtub,Where will Teddy bear with blue hat look for the broccoli?,cupboard,Where does Aiden think that Teddy bear with blue hat searches for the broccoli?,cupboard,Where does Teddy bear with blue hat think that Aiden searches for the broccoli?,cupboard
"1. Jack hates the cherry
2. Ella entered the front_yard.
3. Rag bunny with floppy ears entered the front_yard.
4. Ella dislikes the pajamas
5. The turnip is in the bottle.
6. Rag bunny with floppy ears exited the front_yard.
7. Ella moved the turnip to the envelope.
8. Ella exited the front_yard.
9. Rag bunny with floppy ears entered the sunroom.",Where is the turnip really?,envelope,Where was the turnip at the beginning?,bottle,Where will Ella look for the turnip?,envelope,Where will Rag bunny with floppy ears look for the turnip?,bottle,Where does Ella think that Rag bunny with floppy ears searches for the turnip?,bottle,Where does Rag bunny with floppy ears think that Ella searches for the turnip?,bottle
"1. Lily hates the suit
2. Lily entered the garden.
3. Plush cat with whiskers entered the bedroom.
4. Amelia entered the garden.
5. Plush cat with whiskers exited the bedroom.
6. The cucumber is in the basket.
7. Amelia exited the garden.
8. Lily moved the cucumber to the crate.",Where is the cucumber really?,crate,Where was the cucumber at the beginning?,basket,Where will Lily look for the cucumber?,crate,Where will Amelia look for the cucumber?,basket,Where does Lily think that Amelia searches for the cucumber?,basket,Where does Amelia think that Lily searches for the cucumber?,basket
"1. Jayden entered the workshop.
2. Stuffed bunny with bow entered the closet.
3. Mila entered the workshop.
4. Stuffed bunny with bow loves the sweater
5. The raincoat is in the bottle.
6. Jayden moved the raincoat to the bucket.
7. Stuffed bunny with bow exited the closet.
8. Mila exited the workshop.",Where is the raincoat really?,bucket,Where was the raincoat at the beginning?,bottle,Where will Jayden look for the raincoat?,bucket,Where will Mila look for the raincoat?,bucket,Where does Jayden think that Mila searches for the raincoat?,bucket,Where does Mila think that Jayden searches for the raincoat?,bucket
"1. Noah entered the cellar.
2. Baby doll with bonnet loves the socks
3. Baby doll with bonnet entered the cellar.
4. The underpants is in the pantry.
5. Isla entered the cellar.
6. Isla dislikes the trousers
7. Isla exited the cellar.
8. Baby doll with bonnet exited the cellar.
9. Noah moved the underpants to the envelope.",Where is the underpants really?,envelope,Where was the underpants at the beginning?,pantry,Where will Noah look for the underpants?,envelope,Where will Baby doll with bonnet look for the underpants?,pantry,Where does Noah think that Baby doll with bonnet searches for the underpants?,envelope,Where does Baby doll with bonnet think that Noah searches for the underpants?,envelope
"1. Isla entered the basement.
2. Doll with freckles entered the basement.
3. The melon is in the bottle.
4. Doll with freckles exited the basement.
5. Isla moved the melon to the drawer.
6. Doll with freckles entered the crawlspace.",Where is the melon really?,drawer,Where was the melon at the beginning?,bottle,Where will Isla look for the melon?,drawer,Where will Doll with freckles look for the melon?,bottle,Where does Isla think that Doll with freckles searches for the melon?,bottle,Where does Doll with freckles think that Isla searches for the melon?,bottle
"1. Owen entered the laundry.
2. Plush dog with collar entered the laundry.
3. The celery is in the box.
4. Plush dog with collar exited the laundry.
5. Plush dog with collar entered the laundry.
6. Owen moved the celery to the suitcase.",Where is the celery really?,suitcase,Where was the celery at the beginning?,box,Where will Owen look for the celery?,suitcase,Where will Plush dog with collar look for the celery?,suitcase,Where does Owen think that Plush dog with collar searches for the celery?,suitcase,Where does Plush dog with collar think that Owen searches for the celery?,suitcase
"1. Jacob is in the laundry.
2. Jack entered the laundry.
3. Toy dinosaur with spots entered the laundry.
4. The socks is in the basket.
5. Jack exited the laundry.
6. Toy dinosaur with spots exited the laundry.
7. Jack likes the pumpkin
8. Jacob moved the socks to the bottle.",Where is the socks really?,bottle,Where was the socks at the beginning?,basket,Where will Jacob look for the socks?,bottle,Where will Toy dinosaur with spots look for the socks?,basket,Where does Jacob think that Toy dinosaur with spots searches for the socks?,bottle,Where does Toy dinosaur with spots think that Jacob searches for the socks?,bottle
"1. Emma entered the staircase.
2. Doll with curly hair entered the staircase.
3. The lime is in the box.
4. Doll with curly hair exited the staircase.
5. Amelia entered the dining_room.
6. Emma moved the lime to the cupboard.
7. Emma exited the staircase.
8. Amelia exited the dining_room.
9. Doll with curly hair entered the dining_room.",Where is the lime really?,cupboard,Where was the lime at the beginning?,box,Where will Emma look for the lime?,cupboard,Where will Doll with curly hair look for the lime?,box,Where does Emma think that Doll with curly hair searches for the lime?,box,Where does Doll with curly hair think that Emma searches for the lime?,box
"1. Benjamin entered the master_bedroom.
2. Toy monkey with banana entered the master_bedroom.
3. Evelyn entered the master_bedroom.
4. The cap is in the envelope.
5. Toy monkey with banana moved the cap to the bathtub.
6. Evelyn exited the master_bedroom.",Where is the cap really?,bathtub,Where was the cap at the beginning?,envelope,Where will Toy monkey with banana look for the cap?,bathtub,Where will Evelyn look for the cap?,bathtub,Where does Toy monkey with banana think that Evelyn searches for the cap?,bathtub,Where does Evelyn think that Toy monkey with banana searches for the cap?,bathtub
"1. Mason entered the attic.
2. Baby doll with bonnet entered the attic.
3. Aiden entered the attic.
4. The cabbage is in the box.
5. Aiden hates the cabbage
6. Mason moved the cabbage to the bucket.
7. Baby doll with bonnet exited the attic.
8. Mason likes the tie
9. Aiden exited the attic.
10. Aiden entered the hallway.",Where is the cabbage really?,bucket,Where was the cabbage at the beginning?,box,Where will Mason look for the cabbage?,bucket,Where will Aiden look for the cabbage?,bucket,Where does Mason think that Aiden searches for the cabbage?,bucket,Where does Aiden think that Mason searches for the cabbage?,bucket
"1. Aria entered the laundry.
2. Stuffed pig with tail entered the laundry.
3. The strawberry is in the container.
4. Stuffed pig with tail exited the laundry.
5. Aria moved the strawberry to the bathtub.
6. Stuffed pig with tail entered the laundry.
7. Mason entered the laundry.",Where is the strawberry really?,bathtub,Where was the strawberry at the beginning?,container,Where will Aria look for the strawberry?,bathtub,Where will Stuffed pig with tail look for the strawberry?,bathtub,Where does Aria think that Stuffed pig with tail searches for the strawberry?,bathtub,Where does Stuffed pig with tail think that Aria searches for the strawberry?,bathtub
"1. Benjamin entered the laundry.
2. Toy dinosaur with spots entered the pantry.
3. Mila entered the laundry.
4. Benjamin loves the green_pepper
5. Toy dinosaur with spots exited the pantry.
6. The lettuce is in the box.
7. Mila hates the coat
8. Mila exited the laundry.
9. Benjamin moved the lettuce to the basket.",Where is the lettuce really?,basket,Where was the lettuce at the beginning?,box,Where will Benjamin look for the lettuce?,basket,Where will Mila look for the lettuce?,box,Where does Benjamin think that Mila searches for the lettuce?,box,Where does Mila think that Benjamin searches for the lettuce?,box
"1. Isabella entered the lounge.
2. Plush bear with vest entered the pantry.
3. Avery entered the pantry.
4. The persimmon is in the basket.
5. Plush bear with vest likes the boots
6. Plush bear with vest exited the pantry.
7. Avery moved the persimmon to the treasure_chest.
8. Avery dislikes the corn",Where is the persimmon really?,treasure_chest,Where was the persimmon at the beginning?,basket,Where will Avery look for the persimmon?,treasure_chest,Where will Plush bear with vest look for the persimmon?,basket,Where does Avery think that Plush bear with vest searches for the persimmon?,basket,Where does Plush bear with vest think that Avery searches for the persimmon?,basket
"1. Jacob hates the cucumber
2. Emily entered the study.
3. Stuffed pig with tail entered the study.
4. The underclothes is in the treasure_chest.
5. Jacob entered the study.
6. Stuffed pig with tail likes the beans
7. Stuffed pig with tail exited the study.
8. Stuffed pig with tail entered the study.
9. Emily moved the underclothes to the cupboard.",Where is the underclothes really?,cupboard,Where was the underclothes at the beginning?,treasure_chest,Where will Emily look for the underclothes?,cupboard,Where will Stuffed pig with tail look for the underclothes?,cupboard,Where does Emily think that Stuffed pig with tail searches for the underclothes?,cupboard,Where does Stuffed pig with tail think that Emily searches for the underclothes?,cupboard
"1. Sophia entered the front_yard.
2. Toy dinosaur with spots entered the bathroom.
3. Logan entered the front_yard.
4. The cabbage is in the suitcase.
5. Toy dinosaur with spots hates the spinach
6. Toy dinosaur with spots exited the bathroom.
7. Logan exited the front_yard.
8. Toy dinosaur with spots likes the grapefruit
9. Sophia moved the cabbage to the basket.
10. Sophia exited the front_yard.
11. Logan entered the bathroom.",Where is the cabbage really?,basket,Where was the cabbage at the beginning?,suitcase,Where will Sophia look for the cabbage?,basket,Where will Logan look for the cabbage?,suitcase,Where does Sophia think that Logan searches for the cabbage?,suitcase,Where does Logan think that Sophia searches for the cabbage?,suitcase
"1. Mila entered the lounge.
2. Stuffed owl with wings entered the lounge.
3. The melon is in the box.
4. Stuffed owl with wings dislikes the grapes
5. Elizabeth entered the master_bedroom.
6. Mila exited the lounge.
7. Elizabeth exited the master_bedroom.
8. Stuffed owl with wings moved the melon to the suitcase.",Where is the melon really?,suitcase,Where was the melon at the beginning?,box,Where will Stuffed owl with wings look for the melon?,suitcase,Where will Mila look for the melon?,box,Where does Stuffed owl with wings think that Mila searches for the melon?,suitcase,Where does Mila think that Stuffed owl with wings searches for the melon?,suitcase
"1. Logan entered the pantry.
2. Plush sheep with wool entered the pantry.
3. Hannah entered the pantry.
4. The celery is in the crate.
5. Hannah exited the pantry.
6. Plush sheep with wool loves the slippers
7. Logan exited the pantry.
8. Plush sheep with wool moved the celery to the basket.",Where is the celery really?,basket,Where was the celery at the beginning?,crate,Where will Plush sheep with wool look for the celery?,basket,Where will Hannah look for the celery?,crate,Where does Plush sheep with wool think that Hannah searches for the celery?,basket,Where does Hannah think that Plush sheep with wool searches for the celery?,basket
"1. Benjamin entered the front_yard.
2. Teddy bear with blue hat entered the front_yard.
3. The underpants is in the bathtub.
4. Benjamin moved the underpants to the crate.
5. Teddy bear with blue hat exited the front_yard.
6. Teddy bear with blue hat entered the front_yard.",Where is the underpants really?,crate,Where was the underpants at the beginning?,bathtub,Where will Benjamin look for the underpants?,crate,Where will Teddy bear with blue hat look for the underpants?,crate,Where does Benjamin think that Teddy bear with blue hat searches for the underpants?,crate,Where does Teddy bear with blue hat think that Benjamin searches for the underpants?,crate
"1. Stuffed bunny with bow likes the beans
2. Owen entered the dining_room.
3. Stuffed bunny with bow dislikes the corn
4. Stuffed bunny with bow entered the closet.
5. Alexander entered the dining_room.
6. The belt is in the bathtub.
7. Owen exited the dining_room.
8. Owen entered the closet.
9. Stuffed bunny with bow exited the closet.
10. Alexander moved the belt to the basket.",Where is the belt really?,basket,Where was the belt at the beginning?,bathtub,Where will Alexander look for the belt?,basket,Where will Owen look for the belt?,bathtub,Where does Alexander think that Owen searches for the belt?,bathtub,Where does Owen think that Alexander searches for the belt?,bathtub
"1. Charlotte entered the workshop.
2. Stuffed elephant with trunk entered the workshop.
3. Mason entered the workshop.
4. Stuffed elephant with trunk exited the workshop.
5. The corn is in the bucket.
6. Charlotte moved the corn to the drawer.
7. Mason exited the workshop.",Where is the corn really?,drawer,Where was the corn at the beginning?,bucket,Where will Charlotte look for the corn?,drawer,Where will Mason look for the corn?,drawer,Where does Charlotte think that Mason searches for the corn?,drawer,Where does Mason think that Charlotte searches for the corn?,drawer
"1. Isabella entered the bedroom.
2. Baby doll with bonnet entered the bedroom.
3. The jacket is in the suitcase.
4. Baby doll with bonnet moved the jacket to the bathtub.
5. Isabella exited the bedroom.",Where is the jacket really?,bathtub,Where was the jacket at the beginning?,suitcase,Where will Baby doll with bonnet look for the jacket?,bathtub,Where will Isabella look for the jacket?,bathtub,Where does Baby doll with bonnet think that Isabella searches for the jacket?,bathtub,Where does Isabella think that Baby doll with bonnet searches for the jacket?,bathtub
"1. Alexander entered the playroom.
2. Toy horse with mane entered the playroom.
3. The potato is in the box.
4. Emily entered the basement.
5. Toy horse with mane moved the potato to the suitcase.
6. Alexander exited the playroom.
7. Emily exited the basement.
8. Alexander entered the playroom.",Where is the potato really?,suitcase,Where was the potato at the beginning?,box,Where will Toy horse with mane look for the potato?,suitcase,Where will Alexander look for the potato?,suitcase,Where does Toy horse with mane think that Alexander searches for the potato?,suitcase,Where does Alexander think that Toy horse with mane searches for the potato?,suitcase
"1. Jacob entered the back_yard.
2. Stuffed pig with tail entered the back_yard.
3. The scarf is in the crate.
4. Benjamin entered the closet.
5. Benjamin exited the closet.
6. Jacob moved the scarf to the bathtub.
7. Stuffed pig with tail exited the back_yard.",Where is the scarf really?,bathtub,Where was the scarf at the beginning?,crate,Where will Jacob look for the scarf?,bathtub,Where will Stuffed pig with tail look for the scarf?,bathtub,Where does Jacob think that Stuffed pig with tail searches for the scarf?,bathtub,Where does Stuffed pig with tail think that Jacob searches for the scarf?,bathtub
"1. Aiden entered the study.
2. Baby doll with bonnet entered the study.
3. The pear is in the box.
4. Baby doll with bonnet hates the banana
5. Baby doll with bonnet exited the study.
6. Aiden likes the dress
7. Aiden moved the pear to the cupboard.
8. Aiden exited the study.
9. Baby doll with bonnet entered the closet.",Where is the pear really?,cupboard,Where was the pear at the beginning?,box,Where will Aiden look for the pear?,cupboard,Where will Baby doll with bonnet look for the pear?,box,Where does Aiden think that Baby doll with bonnet searches for the pear?,box,Where does Baby doll with bonnet think that Aiden searches for the pear?,box
"1. Benjamin entered the patio.
2. Stuffed elephant with trunk entered the patio.
3. Stuffed elephant with trunk dislikes the melon
4. The green_pepper is in the crate.
5. Benjamin likes the skirt
6. Stuffed elephant with trunk exited the patio.
7. Benjamin moved the green_pepper to the pantry.
8. Stuffed elephant with trunk entered the pantry.",Where is the green_pepper really?,pantry,Where was the green_pepper at the beginning?,crate,Where will Benjamin look for the green_pepper?,pantry,Where will Stuffed elephant with trunk look for the green_pepper?,crate,Where does Benjamin think that Stuffed elephant with trunk searches for the green_pepper?,crate,Where does Stuffed elephant with trunk think that Benjamin searches for the green_pepper?,crate
"1. Nathan entered the den.
2. Toy mouse with whiskers entered the den.
3. The jeans is in the bathtub.
4. Emma entered the den.
5. Emma exited the den.
6. Toy mouse with whiskers exited the den.
7. Toy mouse with whiskers entered the garden.
8. Nathan moved the jeans to the treasure_chest.",Where is the jeans really?,treasure_chest,Where was the jeans at the beginning?,bathtub,Where will Nathan look for the jeans?,treasure_chest,Where will Toy mouse with whiskers look for the jeans?,bathtub,Where does Nathan think that Toy mouse with whiskers searches for the jeans?,treasure_chest,Where does Toy mouse with whiskers think that Nathan searches for the jeans?,treasure_chest
"1. Alexander dislikes the suit
2. William entered the back_yard.
3. Teddy with red scarf entered the back_yard.
4. The slippers is in the pantry.
5. William likes the sweet_potato
6. William exited the back_yard.
7. Teddy with red scarf moved the slippers to the crate.
8. Teddy with red scarf exited the back_yard.
9. William entered the back_yard.",Where is the slippers really?,crate,Where was the slippers at the beginning?,pantry,Where will Teddy with red scarf look for the slippers?,crate,Where will William look for the slippers?,crate,Where does Teddy with red scarf think that William searches for the slippers?,pantry,Where does William think that Teddy with red scarf searches for the slippers?,pantry
"1. Ella entered the lounge.
2. Sock puppet with yarn hair entered the lounge.
3. The hat is in the suitcase.
4. Ella exited the lounge.
5. Ella entered the lounge.
6. Sock puppet with yarn hair moved the hat to the envelope.
7. Isabella hates the plum",Where is the hat really?,envelope,Where was the hat at the beginning?,suitcase,Where will Sock puppet with yarn hair look for the hat?,envelope,Where will Ella look for the hat?,envelope,Where does Sock puppet with yarn hair think that Ella searches for the hat?,envelope,Where does Ella think that Sock puppet with yarn hair searches for the hat?,envelope
"1. Sophia entered the workshop.
2. Toy dinosaur with spots entered the workshop.
3. The slippers is in the crate.
4. Evelyn entered the workshop.
5. Evelyn hates the skirt
6. Toy dinosaur with spots exited the workshop.
7. Toy dinosaur with spots entered the basement.
8. Sophia moved the slippers to the basket.",Where is the slippers really?,basket,Where was the slippers at the beginning?,crate,Where will Sophia look for the slippers?,basket,Where will Toy dinosaur with spots look for the slippers?,crate,Where does Sophia think that Toy dinosaur with spots searches for the slippers?,basket,Where does Toy dinosaur with spots think that Sophia searches for the slippers?,basket
"1. Avery entered the TV_room.
2. Doll with curly hair entered the TV_room.
3. The hat is in the suitcase.
4. Avery moved the hat to the cupboard.
5. Doll with curly hair exited the TV_room.",Where is the hat really?,cupboard,Where was the hat at the beginning?,suitcase,Where will Avery look for the hat?,cupboard,Where will Doll with curly hair look for the hat?,cupboard,Where does Avery think that Doll with curly hair searches for the hat?,cupboard,Where does Doll with curly hair think that Avery searches for the hat?,cupboard
"1. Owen entered the laundry.
2. Rag bunny with floppy ears hates the pants
3. Rag bunny with floppy ears entered the laundry.
4. Jayden entered the laundry.
5. The beans is in the container.
6. Owen moved the beans to the box.
7. Jayden hates the pumpkin
8. Rag bunny with floppy ears exited the laundry.",Where is the beans really?,box,Where was the beans at the beginning?,container,Where will Owen look for the beans?,box,Where will Rag bunny with floppy ears look for the beans?,box,Where does Owen think that Rag bunny with floppy ears searches for the beans?,box,Where does Rag bunny with floppy ears think that Owen searches for the beans?,box
"1. Elizabeth entered the living_room.
2. Sock puppet with yarn hair entered the living_room.
3. The lemon is in the envelope.
4. Sock puppet with yarn hair dislikes the radish
5. Sock puppet with yarn hair exited the living_room.
6. Elizabeth moved the lemon to the bottle.
7. Sock puppet with yarn hair entered the dining_room.",Where is the lemon really?,bottle,Where was the lemon at the beginning?,envelope,Where will Elizabeth look for the lemon?,bottle,Where will Sock puppet with yarn hair look for the lemon?,envelope,Where does Elizabeth think that Sock puppet with yarn hair searches for the lemon?,envelope,Where does Sock puppet with yarn hair think that Elizabeth searches for the lemon?,envelope
"1. Jack is in the patio.
2. Emily entered the patio.
3. The lime is in the pantry.
4. Emily exited the patio.
5. Jack moved the lime to the cupboard.
6. Plush dog with collar likes the socks
7. Plush dog with collar entered the lounge.",Where is the lime really?,cupboard,Where was the lime at the beginning?,pantry,Where will Jack look for the lime?,cupboard,Where will Emily look for the lime?,pantry,Where does Jack think that Emily searches for the lime?,pantry,Where does Emily think that Jack searches for the lime?,pantry
"1. Jayden entered the pantry.
2. Doll with freckles entered the pantry.
3. The plum is in the crate.
4. Doll with freckles moved the plum to the box.
5. Jayden exited the pantry.
6. Doll with freckles exited the pantry.
7. Benjamin entered the study.
8. Benjamin exited the study.
9. Jayden entered the pantry.",Where is the plum really?,box,Where was the plum at the beginning?,crate,Where will Doll with freckles look for the plum?,box,Where will Jayden look for the plum?,box,Where does Doll with freckles think that Jayden searches for the plum?,box,Where does Jayden think that Doll with freckles searches for the plum?,box
"1. Hunter entered the cellar.
2. Doll with curly hair entered the cellar.
3. The eggplant is in the suitcase.
4. Doll with curly hair exited the cellar.
5. Doll with curly hair entered the bathroom.
6. Hunter moved the eggplant to the basket.",Where is the eggplant really?,basket,Where was the eggplant at the beginning?,suitcase,Where will Hunter look for the eggplant?,basket,Where will Doll with curly hair look for the eggplant?,suitcase,Where does Hunter think that Doll with curly hair searches for the eggplant?,suitcase,Where does Doll with curly hair think that Hunter searches for the eggplant?,suitcase
"1. Hannah entered the crawlspace.
2. Chloe is in the crawlspace.
3. The peach is in the bucket.
4. Chloe exited the crawlspace.
5. Marionette with smile entered the attic.
6. Marionette with smile exited the attic.
7. Hannah moved the peach to the bottle.",Where is the peach really?,bottle,Where was the peach at the beginning?,bucket,Where will Hannah look for the peach?,bottle,Where will Chloe look for the peach?,bucket,Where does Hannah think that Chloe searches for the peach?,bucket,Where does Chloe think that Hannah searches for the peach?,bucket
"1. Carter entered the living_room.
2. Sock puppet with yarn hair entered the living_room.
3. The eggplant is in the cupboard.
4. Carter exited the living_room.
5. Sock puppet with yarn hair moved the eggplant to the envelope.
6. Carter entered the bathroom.
7. Sock puppet with yarn hair hates the peas",Where is the eggplant really?,envelope,Where was the eggplant at the beginning?,cupboard,Where will Sock puppet with yarn hair look for the eggplant?,envelope,Where will Carter look for the eggplant?,cupboard,Where does Sock puppet with yarn hair think that Carter searches for the eggplant?,cupboard,Where does Carter think that Sock puppet with yarn hair searches for the eggplant?,cupboard
"1. Amelia is in the crawlspace.
2. Amelia loves the pajamas
3. Sophia entered the crawlspace.
4. The grapefruit is in the pantry.
5. Amelia moved the grapefruit to the treasure_chest.
6. Sophia hates the trousers
7. Sophia exited the crawlspace.
8. Sophia entered the cellar.",Where is the grapefruit really?,treasure_chest,Where was the grapefruit at the beginning?,pantry,Where will Amelia look for the grapefruit?,treasure_chest,Where will Sophia look for the grapefruit?,treasure_chest,Where does Amelia think that Sophia searches for the grapefruit?,treasure_chest,Where does Sophia think that Amelia searches for the grapefruit?,treasure_chest
"1. Jayden likes the spinach
2. Jayden entered the hall.
3. Stuffed pig with tail entered the hall.
4. The slippers is in the basket.
5. Jayden exited the hall.
6. Owen entered the porch.
7. Stuffed pig with tail moved the slippers to the crate.",Where is the slippers really?,crate,Where was the slippers at the beginning?,basket,Where will Stuffed pig with tail look for the slippers?,crate,Where will Jayden look for the slippers?,basket,Where does Stuffed pig with tail think that Jayden searches for the slippers?,basket,Where does Jayden think that Stuffed pig with tail searches for the slippers?,basket
"1. William entered the office.
2. Stuffed owl with wings entered the office.
3. The dress is in the pantry.
4. Stuffed owl with wings moved the dress to the bottle.
5. William exited the office.",Where is the dress really?,bottle,Where was the dress at the beginning?,pantry,Where will Stuffed owl with wings look for the dress?,bottle,Where will William look for the dress?,bottle,Where does Stuffed owl with wings think that William searches for the dress?,bottle,Where does William think that Stuffed owl with wings searches for the dress?,bottle
